comment,label
Giải quyết lâu,NEG
Mặc dễ xù,NEG
"Vải binh thường, may chỉ lỗi nhieu",NEG
Ma nho hon so voi hinh anh review,NEG
"Shop phục vụ kém, mua 2 gửi 1 tính tiền 2",NEG
Chỉ phần trên và dưới hơi to nên phải gấp vào trong cho gọn,NEG
Ảnh là chất thô mà hàng thì vải bóng bóng,NEG
Thun ngay tay dãn nữa,NEG
Hàng nhận được k phải loại mk đặt vì shop đã ib nó hết hàng như mk k kịp hủy thì cái này mình thấy cũng được nhưng mà tại sao mình đặt 4 áo lại giao có 3 áo tính tiền 4 chiếc,NEG
"Nhìn mẫu mặc đẹp mà k nghĩ mình vừa đẻ xong, cứ nghĩ ng nhỏ như mẫu :)), mặc lên trông thật thảm, tiếc quá",NEG
Treo đầu Dê bán thịt chó!!!,NEG
Chọn màu trắng thì gửi màu cam,NEG
Hộp phấn đến tay thì vỡ tung toé hết:(,NEG
"Shop ko trung thực giao hàng không đúng mô tả, chỉ giao có 1 miếng dán",NEG
"Chất lượng sản phẩm rất kém, quần ngắn hơn so với thực tế, vải cứng, ống to, đường may ẩu, Nchung k nên mua, phí tiền 😫",NEG
"Màu ko như hình ,mình đặt màu cam nhưng nhận được là màu đỏ gụ. mẫu sản phẩm không như mô tả, đường máy sơ sài nhiều chỉ thừa, thực rất không hài lòng",NEG
Dây yếm hơi dài và có chỗ bị sứt chỉ,NEG
Mình gửi tin nhắn shop onl mấy ngày mà ko hề rep,NEG
form nhỏ k như hình,NEG
Mua 3 màu có mỗi màu đen chuẩn sz,NEG
Ko bao giờ mua lại,NEG
"Áo rộng phần nách nên hơi bị nhăn, màu đỏ hồng chứ ko phải đỏ tươi",NEG
😌,NEG
"Giao sai cỡ 1,6",NEG
"Vải mỏng, chữ in trên áo khá nhoè",NEG
chưa khi nào mua hàng mà thất vọng như lần này,NEG
Không đáng tiền Thời gian giao hàng chậm,NEG
Áo rất nhăn,NEG
Mình không thích màu son và mùi lắm,NEG
"Hơi ngắn, vải thường",NEG
Vải cotton da cá mỏng.áo may k giống trong hình.dáng hớt cộc hơn hình.k có phần cạp bo thân áo giống hình,NEG
Nhưng liên hệ người bán thì dùng dằng mất thời gian không chịu giải quyết,NEG
Sp hơi gião ko tốt lắm chắc giặt nó sẽ dài ra mất,NEG
"Keo viền da không chắc chắn, cạo là tróc ra",NEG
Tuy nhiên mẫu áo 1 kiểu nhưng khi nhận được áo thì quá dài,NEG
Cổ áo hơi rộng,NEG
Giao sai màu,NEG
"Hình với thực tế chênh lệch 1-10 ,hình thình lòng lanh ngoài thì như giẽ rách",NEG
"Chất vải và đường may quá kém, chưa mặc đã bung hết ra",NEG
"Shop phục vụ rất kém, hàng trước khi giao bị dơ bẩn, shop k kiểm tra hàng trước khi giao khách. phản hồi thì bên phía shop không 1 lời giải thích. làm ăn phải chữ tín chứ đừng vì lợi nhuận nhỏ nhoi mà xem thường khách hàng",NEG
Phần cúc áo bị co rúm,NEG
Tệ,NEG
Thành ra phải đi đâp lại nữa,NEG
"Áo giống ảnh, nón rộng nhưng nhiều đường chỉ chưa cắt",NEG
Áo gì thun mỏng còn hơn giấy,NEG
Thái độ phục vụ kém,NEG
"Sản phẩm này hình như có liên kết với bên sữa Mornaga thì phải, mình thấy có logo sữa song song với Calbee",NEG
"Chất liệu vải cứng, dễ chạy chỉ 😢",NEG
Lần sau đừng quên quà km cho khách nha shop,NEG
Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền,NEG
Hàng bt ko đẹp lắm ..,NEG
K giống như clip lắm ạ 😟😌,NEG
Sản phẩm chưa mac da rách rồi,NEG
Màu ko giống,NEG
Lân sau mong shop chu y hơn,NEG
Áo có mùi khó chịu khủng khiếp,NEG
Đường may sơ xài vầy mà nói hàng VNXK,NEG
Bàn mỏng và thấp hơn so với bàn làm việc trung bình,NEG
Cứ tưởng là cái mền shop ạ,NEG
Chất lượng K dẹp,NEG
Hình ảnh hàng giao và trên bài đăng hoàn toàn khác nhau,NEG
Hộp bị rách,NEG
Size số đanh linh tính,NEG
"Chất vải được so với giá tiền, đường may hơi ẩu",NEG
Không đúng màu như đã chọn,NEG
Shop ghi kích thước 25x22 nhưng thực tế chỉ 20x15,NEG
"Nhưng ko nên gập lưng túi làm nó bị gãy rất mất dáng, cũng ko cho hộp giấy hãy bọc nylon",NEG
Không đáng tiền,NEG
Sản phẩm ko như hình mẫu,NEG
K gởi hàng,NEG
Bảo lấy 1 rêu 1 ghi mà lại gửi 2 rêu vậy bạn,NEG
"Treo đầu dê bán thịt chó, mua sp giá 52k thì giao sp 25k, kêu hoàn trả lại bằng thẻ thì ko thấy,ko đáng tin",NEG
Shop phục vụ không tốt,NEG
Nhắn shop k lấy đá lọc thay bằng 4m dây ok r cho 2m dây thế thà lấy đá lọc cho xong,NEG
Áo may lỗi và xấu,NEG
Chất xấu,NEG
kể có size L thi mặc thoải mái hơn :(,NEG
Quần thì giao cho mình bé quá dù đã nói cân nặng,NEG
Shoppe nên kiểm tra chất lượng sản phẩm,NEG
Sẽ không bao giờ mua hàng trên shoppe nữa,NEG
Mỗi tội mình không thích mặc body lắm dù mua lệch size rồi vẫn cảm thấy bé quá ><,NEG
Shop giao nhầm hàng,NEG
Chưa nhận đc hàng :(,NEG
Rất không vừa ý với cách phục vụ,NEG
"Mua size to nhất mà mình bầu 5 tháng 51kg ko vừa bụng, bỏ uổng quá",NEG
Vải hơn cứng,NEG
Áo may lỗi,NEG
"Quần rất đẹp nhưng không vừa, nghe shop quảng cáo free size 57kg đổ lại nên mình mua luôn 5 cái, mình chỉ 52kg, mình nghĩ quần này thoải mái cho bạn nào vòng 3 dưới 85cm và cân nặng tầm 48kg đổ lại",NEG
Nhìn cái áo cũ màu không đẹp vãi mỏng không đág tiền lắm,NEG
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền,lần đầu mình sẽ ủng hộ shop tiếp ah",NEG
Áo khá rộng,NEG
Nghi vấn fake Chất lượng sản phẩm rất kém,NEG
"Không giống như quản cáo,vãi quá mỏng",NEG
Sẽ ko ghé lại shop lần nào nữa,NEG
Chứ vậy sẽ mất uy tín lắm,NEG
Tuy nhiên chất lượng bị nhám,NEG
"Váy hơi rộng quá, ko thich lắm",NEG
Bản thân tôi đã gặp,NEG
Áo khá mỏng và cụt hơn mình nghĩ Đóng gói sản phẩm ok,NEG
Áo không giống với ảnh,NEG
Gửi sai sp,NEG
"Vải mỏng quá ạ, và dáng quần không đẹp ah, mặc khó coi lắm ý. 😰",NEG
Không được như trên ảnh,NEG
Mình đã lấy tổng là 12c rồi,NEG
"Thấy thất vọng về sp, dáng áo nhìn như ctrai, chất vải xấu, ncl so với giá tiền thì tệ",NEG
Khá thất vọng về sp dép thì shop giao thiếu,NEG
Mỗi cái hộp là nó quá mỏng manh và ọp ẹp nên sử dụng kém hiệu quả,NEG
Hàng xấu giao hàng lâu hộp thì móp méo,NEG
"Không có miếng dán, cũ",NEG
vai ao xau vo cung . hoi han da mua . 😭😭😭😭😭 dung la mua lam . ban ko lam .,NEG
Đặt hàng một kjeu giao hàng kjeu khác,NEG
Sim đã kích hoạt 20 ngày trước rồi,NEG
"Thời gian giao hàng rất nhanh,hàng rất mỏng các bạn cân nhắc khi mua,tính ra cũng ko rẻ đâu",NEG
Vai nham qua kg dioc min,NEG
Hàng fake mùi rất kinh,NEG
Chán,NEG
Không phải màu trắng như hình chụp,NEG
Lần trước em mình mua chất khác.nó giới thiệu mới mua .nhận dc thất vọng,NEG
Mới mặc thử đã bị bung chỉ,NEG
Chất vải hơi thô chứ kp vải mềm,NEG
Lúc nhận hàng kêu áo ngắn chụp ảnh gửi cho k trả lời luôn,NEG
"Chất lượng sản phẩm không được tốt, hàng giao bị bẩn đục ở tay áo",NEG
Đặt size s lấy cho size m,NEG
"Quần màu sữa nhưng túi màu hồng trông lộ , siêu rộng mua 2 cái chắc cắt thành quần lửng :))",NEG
Quan tem mac TQ nhung ảnh va tieu đề ghi quan xuat khau,NEG
Mất niềm tin,NEG
"Áo vải mỏng, đường may ko đẹp, cổ tim bị lệch",NEG
Áo bị mất cúc,NEG
Nửa tháng có hàng,NEG
"Hàng ok nhưng đóng gói hàng chưa kỹ, bị bể 1 bịch",NEG
Chất lượng sản phẩm kém,NEG
Gì cũng thích chỉ mùi son hơi khó chịu (kiủ mùi phấn í nhưng bay khá nhanh..),NEG
Hàng hoá chất vải k dc tốt giao hàng lai châm,NEG
Mua áo ngực màu da thì giao màu đen.!,NEG
.nói chung là ko ưng lắm,NEG
Nói chung mấy dạng quần này thiết kế cho bầu nhưng chất liệu quá chán,NEG
Vải mỏng,NEG
Shop lớn mà làm ăn chán,NEG
"không như hình, hơi rộng, vải xấu",NEG
Áo k như hình,NEG
Vãi mỏng,NEG
"CẢNH BÁO: Các anh chị em KHÔNG NÊN mua hàng shop này, chuyển thiếu hàng cho Khách, Sau đó nói chuyển hàng thiếu lại rồi",NEG
Tiền nào của đấy,NEG
Đi 42 toàn rộng mà 42 này chật wa,NEG
Thời gian giao hàng rất chậm,NEG
Màu hơi tối so vs ảnh,NEG
"Lúc mới lấy ko để ý kĩ ,h xem lại hóa ra áo bị loang màu, bạn bán hành lỗi cho khách sao",NEG
Giao ko đung hàng,NEG
Chân váy bị lỗi,NEG
Sản phẩm ko đáng để mua,NEG
Đóng gói sản phẩm rất kém Rất không đáng tiền mô tả có nói là 53kg mặt vẫn vừa nhưng sự thật phũ phàng quá,NEG
giao hàng quá lâu áo khá là to,NEG
May bo kia deu ung chi co bo nay la bi o mau nhin nhu ao cu,NEG
"Sp tệ, rất tệ, đã vậy còn dính bẩn các kỉu, buôn bán vậy nên nghỉ bán đi, k có tâ",NEG
Đóng gói sơ xài,NEG
"như hàng dựng trưng bày, không có vỏ hộp, đóng gói sơ sài. bên ngoài tuýp còn vài vết lem lem",NEG
Mình m6 52 kg,NEG
Ko tốt lắm,NEG
Không bao h mua của shop này nữa,NEG
Đừng để bị lừa như mình,NEG
Mua 2 lần đều rất tệ,NEG
Nên bị dư ra nhìu khó cho việc cầm nắm,NEG
size M nhưng bị chật eo,NEG
Trừ 1* để shop chú ý hơn,NEG
Giày móp méo,NEG
Ai không thích vải mỏng không nên mua,NEG
Chất lượng vải k tốt,NEG
Rất không đáng tiền Đóng gói sản phẩm rất kém Chất lượng sản phẩm rất kém,NEG
"Mua 2lan deu giao hàng thieu dung ai tin tuong con quy ban hang nay nua, chắc do mình mua nhìu nen nó cố tình giao thiếu hàng 2lần đều thiếu",NEG
Ao nhìn kinh thật.may thì sơ xài,NEG
Thất vọng,NEG
Áo hơi mỏng,NEG
Giao sai r nói khách hẹp hòi ảnh đánh 2 stt 56 thay vì xin lỗi và có trách nhiệm vs thông tin đăng bán,NEG
Pin có 10000 mà ghi là 13000,NEG
Mình đặt 2 mẫu giao sai cả hai,NEG
Hàng giống hjh nhưng Giao không giống màu đã ib nhưng k giải quyết,NEG
Có điềub ao bì sản phẩm chưa được sạch,NEG
Đèn cũ bụi bẩn như hàng đã qua sử dụng,NEG
Hang mac 1 lan da bung het chi,NEG
Xạo ghê,NEG
Quần này gọi là quần chip cạp cao đúng hơn là quần gen,NEG
Giao hàng rất chậm,NEG
Khuyên thật mọi người,NEG
Mua 5 sản phẩm shop gửi sai 2 sản phẩm,NEG
Sản phẩm mua 3 chỉ có 1 cái là đẹ,NEG
Thời gian cb hàng và giao chậm,NEG
Chất k đẹp,NEG
Thích thì mua không thích thì thôi,NEG
"Giao do k dung mau,nt k tra loi,giao cho co de du so luong",NEG
"Quần nhìn rất hời hợt, rất bé, đằng sau khi mặc thì lọt khe",NEG
shop ban hang cu. ban hang da sai roi,NEG
"Giày đi thì cũng nhẹ, hơi mỏng",NEG
Form Chật Không đáng tiền,NEG
Giao hàng hơi lâu,NEG
"Đồ còn lại thì đc nmà cái thái độ pvụ của shop thì chán quá, hỏi 1 đằng trl 1 nẻo, hỏi nhiều ý thì trả lời có nửa, nhắn hỏi dài nthe mà trl có 1 dòng cụt lủn sai trọng tâm, nhắn bày tỏ t/độ vậy rồi mà chả xl 1 câu",NEG
Áo nhỏ wa shop ơi,NEG
Ai đánh giá 5 sao đều là người của shop à,NEG
Nt đổi mẫu khách chưa đồng ý mà tự đổi,NEG
Cổ hơi sâu,NEG
Chất vải Ko dc tốt đóng gói xấu,NEG
Áo nhỏ hơn hình rất nhiều :((,NEG
Bán hàng vô trách nhiệm,NEG
Vải hơi nóng,NEG
"Cái vạt nó ko vắt chéo kín fan ngực, cho nên hở sâu quá",NEG
Đặt 4 đôi mà giao 3 đôi . nt hỏi thì k tl . phải chi láy tiền 3 đôi thì k nói gì đằng này láy tiền hết 4 đôi . giày đóng gói thì móp đầu này đầu kia . shop làm ăn kì cục . ăn nhiu tiền đó của tao chắc mày giàu à :)) cô hồn tháng 7 là có thật đấy máy chị ạ,NEG
Có cái to cái nhỏ,NEG
Sản phẩm chất lượng quá tệ,NEG
k như mong chờ,NEG
Sản phẩm không như mong đợi vải thô và cứng bận vào nóng hứa với lòng không mua trên Shopee Nữa,NEG
Shop giao sai mẫu..ib shop còn không tl.làm ăn gì kì vậy,NEG
Chất sơn in lên áo k đc đẹp,NEG
"Chất lượng sản phẩm tạm được, trượt cơ học khá dít gây khó khăn cho sử dụng",NEG
Đường may ko đc đẹp lắm,NEG
"hàng bị lỗi sau giày , sản phẩm đóng gói hộp bị rách tả tơi",NEG
"Chất vải hơi mỏng, màu be sáng nữa nên m bị lộ khuyết điểm chân to",NEG
What the fuckss??,NEG
Sản phẩm này k đc tốt,NEG
Thời gian giao hàng hơi lâu,NEG
tất sờn hết ca chưa dùng mà vay r,NEG
Mình đặt bộ 23# màu xanh mà lại giao bộ màu hồng,NEG
Vải ko đẹp như shop ns....,NEG
Nhưng phần đệm ngực bị xẹp mất form,NEG
"Chat lieu vai qua xau, duong may au",NEG
Tay áo hơi dài ạ TvT em ốm nhưng mặc vào trông như bà bầu TvT,NEG
Chat ko trả lời,NEG
Mình giặt lần đầu bị phai màu đen,NEG
Lưu ý là giới thiệu dành cho những bạn dưới 55kg nhưng mình 47kg mặc thấy khá ôm người rồi nên ai trên 50kg cân nhắc nhé,NEG
Mặt hơi ngứa,NEG
2 size S + L khó chọn lựa. 52kg mặc size L rộng thùng thình - đổi thành áo khoác,NEG
Chất áo kém ... áo như li lông Rất không đáng tiền,NEG
Chất lượng san phẩm kém,NEG
"Quần mặc bị chật , nt shop k tl",NEG
Rất không đáng tiền Chất lượng sản phẩm rất kém,NEG
Áo ko giống trong hình Chất lượng sản phẩm rất kém,NEG
Rất xấu,NEG
"Hết hàng k khoá sp cũng k báo ng mua, giao thiếu hàng, hàng thiếu 15k mà bỏ trả 10k",NEG
"Chỉ riêng đợt này rất bất mãn, đồ không giống hình lắm, mua màu đỏ lại giao màu đen",NEG
Nhưng hơi rộng,NEG
Rep ib của khách lâu mấy ngày liền không rep,NEG
Không giống như hình Áo này nổi long giống áo cũ,NEG
Ao thi xau.tien nao cua do,NEG
"Vai qua xau, duong may au, form rong mac kh duoc",NEG
Thái độ tồi,NEG
Nhưng 1 lỗi đó là hình trên shopee là áo tay lỡ nhưng hàng giao thì ống tay ngắn hơi thất vọng chút,NEG
Đóng gói sản phẩm rất kém Chất lượng sản phẩm kém,NEG
Cũg tạm đc... nhưg như hình ảnh có túi mà nhận đc hàg thì k có... lấy màu trắng và đỏ nhưg 2 chất vải khác nhau hoàn toàn .. mog shop đăng ảnh như nào thì sp cug giống ảnh,NEG
Chất lượng sản phẩm rất kém vải ko giống hình mặc vào rất ngứa kém Rất không đáng tiền,NEG
"Sản phẩm như thế này mà cũng bán, không thể mặc đc í chứ đừng nói là xấu mà là quá xấu",NEG
"Rất mềm, ko có form",NEG
Hình 1 kiểu giao áo 1 kiểu khác hoàn toàn,NEG
Vải quá xấu,NEG
Hàng bị móp méo,NEG
"chất hơi xấu, mầu hơi đậm so với ảnh",NEG
Không đung sizeGiao hàng chậm,NEG
3 áo rách 2 áo,NEG
Đành phải lấy hàng n k mặc đc,NEG
Hơi lớn vì chọn Size nhầm :))),NEG
Đóng gói sản phẩm rất kém Shop phục vụ rất kém Thời gian giao hàng rất chậm.,NEG
"Tiền nào của nấy, chất k đẹp như tiệm bán, mặc rất nóng",NEG
Áo chưa mặc mới giặt bằng tay luôn mà sứt chỉ tùm lum,NEG
Về mới giặc lần thứ 2 màu xanh pha màu hồng,NEG
Đặt 4 bịch shop gởi có 1 mùi duy nhất,NEG
"Không giống hình, vải xấu",NEG
Không nên mua=]]😖,NEG
Áo màu hường Ko đẹp lắm,NEG
Hơn nữa màu áo ngoài với màu trong ảnh là không liên quan,NEG
Bán hàng vớ vẩn,NEG
Đường chỉ bug ra . về mất sữa lại .Đóng gói sản phẩm tạm được,NEG
Chat liệu vai không được tot,NEG
bị rách nách và vai áo 😔,NEG
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,NEG
Vì k có khóa kéo chỉ có dây thắt nút thôi(cái này túi đựng trong hình khách nhau) Túi đựng nhỏ khi bỏ thảm vào toàn bị dít vào nhau,NEG
Thời gian giao hàng chậm,NEG
Đặt son màu cam đất thì giao mình màu Hồng,NEG
Lần sau là bom hàng luôn 🤣🤣🤣,NEG
Hơi bay mùi keo,NEG
Đóng gói cẩn thận mà sao cũg vỡ vụn,NEG
Hàng này ko chấp nhận đc toi tiền,NEG
Shop phục vụ kém,NEG
size s hơi rộng...k dc đẹp,NEG
Áo kem,NEG
Giày đẹp,NEG
Áo màu in nhạt vải mặc nóng,NEG
Sạc dự phòng kg dùng đc..,NEG
Mỗi tội cái vỏ nilon bên ngoài hơi bẩn 1 tý thui,NEG
Áo quá dài và vải rất mỏng Giá cả chấp nhận được,NEG
Noi chung mua ve chi lam re lau,NEG
"Mình nhận dc hàng thực sự thất vọng, giá 3c cả Vc là 125 000 khoan nói về giá nhưng áo gia công cực ẩu",NEG
Kiểu dáng giống với hình nhưng vải xấu,NEG
Không giống hình ảnh,NEG
"Giao hàng k đúng nt k thèm tl, k dám mua lần thứ 2",NEG
Khá thất vọng đó,NEG
Size s vẫn bị rộng,NEG
"hàng xấu tệ,mình hầu như không chê trách ai bao giờ nhưng shop làm việc vậy là rất bậy,áo như là giẻ lau nhà vậy..",NEG
Gui thieu do shop k tra,NEG
kiểu đc nhưng vải xấu quá :((((,NEG
"Rất đáng tiền, Đóng gói sản phẩm rất đẹp và chắc chắn",NEG
Vãi bị lem màu,NEG
Sh k nên bán mấy chất như z nữa,NEG
Áo ok có điều tay áo hơi nhỏ,NEG
"Sp chất lượng rất kém, ko dám mặc sợ rách",NEG
Phải gọi là thun tăm thì đúng hơn là len tăm,NEG
Đắt,NEG
Màu giống 90% so với ảnh,NEG
Không ưng lắm,NEG
Ai có ý định mua thì nên dừng lại,NEG
"Áo form nhỏ hơn bt, không ôm lắm",NEG
Hang xấu,NEG
San pham kem,NEG
Đặt hàng màu vàng nhưng lại giao màu trắng,NEG
Vải k đẹp,NEG
Khách đặt size 38 thì shop ship size 39-40 chọc thủng toét chỗ ghi size. ( không có hàng thì bảo khách 1 câu),NEG
Treo đầu dê bán thịt chó,NEG
Nhưng mình 51ky nhưng mặc ko vừa,NEG
"Thời gian giao hàng chậm ,Chất lượng sản phẩm kém",NEG
Hàng may gia công tiền nào của nấy,NEG
Chất lượng sản phẩm kém Màu k giống ảnh,NEG
Giao hàng ko đúng size đã đặt,NEG
Lỗi ở bên shop thì shop nên chủ động mang màu đúng qua đổi cho khách,NEG
Đập vào mắt là 175000₫ làm mất hứng .Sản phẩm được. màu đậm hơn hình.áo có mùi như thuốc tẩy giặt mãi ko hết,NEG
Shop giao hàng hơi lâu,NEG
Sản phẩm bị rách bên ống chân phải khoảng 10cm,NEG
Giao hàng hơi lâu một chút,NEG
Thật sự cảm thấy quá mệt mỏi khi bóc hàng,NEG
Tôi có dùng hàng Mỹ rồi,NEG
Lấy màu xanh dương nhưng shop giao màu xanh rêu,NEG
Thật sự nhìn kém sang hẳn,NEG
K đặt cơm cháy nhưnh vẫn gửi và gửi tjieeus 1 cân,NEG
In bị xấu,NEG
Qua tệ,NEG
Vải mỏng và nhỏ hơn hình dung,NEG
Bàn tay mỏng nên ko nâng lắm,NEG
Cảm thấy hài lòng về sản phẩm,NEG
Giao hàng lâu quá,NEG
Mà shop giao nhầm cho mình rồi nha mình dặt hai cái trái tim mà shop giao hình mặt cười,NEG
Không hài lòng với sp,NEG
Tạm ổn so với giá 😊😊😊,NEG
Hộp nát hết,NEG
Vải mỏng quá có thể nhìn thấy bên trong,NEG
Coi như bỏ tiền mua áo rách vậy,NEG
"Mẫu không như hình, đường máy sơ sài nhiều chỉ thừa",NEG
Hình vẽ và chữ ko sắc nét,NEG
"Áo không có 2 túi ngay bụng,quần thì không túi, lưng quần nên có sợi dây cột để co giãn",NEG
Rất tệ,NEG
Quần bị thủng túi,NEG
Shop phục vụ kém . giao hàng k đúng hình,NEG
Thời gian giao hàng rất nhanh.nhưng túi lọc rác máy giặt thì chẳng thấy lọc được cái j cả.không thấy hiệu quả như shop giới thiệu,NEG
Bị cái form hơi to vs tay lỡ chứ không có ngắn,NEG
Chất lượng sản phẩm tạm được chữ bị lỗi,NEG
Áo khoác bị lỗi do may dính chùm không mặc được,NEG
Mua về lỗi quá ko mặc dc để 1 chỗ,NEG
Quá kém 😫,NEG
"Áo chất xấu hơn màu hồng, mình ko mặc đc vì cổ quá chặt, phải bỏ đi",NEG
K giống hình .,NEG
Mua shop này tiền mất áo k mặc dc 🙃🙃,NEG
Ví xấu hàng đểu.ko bao giờ mua hàng của shop nữa.cạch đến già,NEG
Đường may ẩu ạ,NEG
- Đóng gói: Nên cho vào cái hộp giấy đóng gói thể hiện sự tôn trọng khách hàng thay vì quấn túi bóng đen ngòm trông hơi nhếch nhác,NEG
"Đat mau xanh thì lại giao màu hồng, vải thật sự không như mình nghĩ",NEG
Áo ngắn,NEG
"Túi nhỏ lắm không dùng đươc cho thùng rác, khác hẳn ao với hình",NEG
Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém,NEG
"Tuy nhiên, lai áo may ko đều",NEG
Len thô,NEG
"Mình đặt trắng, be, đen , xanh rêu lại giao thành 2 màu đen",NEG
mong shop có xử lí nhanh nhạy hơn khi khách hàng k hài lòng,NEG
"Chất lượng sản phẩm kém, lỗi nhiều",NEG
Giao hàng hơi chậm,NEG
Giày hơi bị móp,NEG
Hơi to so với số giày nt,NEG
Shop phục vụ rất kém,NEG
"Đóng gói sơ xài ,chất lượng ok",NEU
chất lượng sản phẩm tạm dc ,NEU
Mùi chanh hay nhất,NEU
"giao nhanh, còn hàng thì xài không hiệu quả",NEU
tam duoc  sp khong giong hinh lam ,NEU
"Giao hàng nhanh, đóng gỏi cẩn thận, 
Pin k bị hoen rỉ, quét mã vạch k phải pin chính hãng mà lại ra 1 loại dây rắc AV . Như kiểu làm giả mã vạch.
 Chất lượng pin, còn sử dụng mới biết dc.",NEU
Đã giới thiệu 4 người mua,NEU
Hang dung dc,NEU
"Đèn tôi mua shop gửi cho kiểu này
Cho hỏi ấn vào đâu để điều khiển độ sáng vậy?",NEU
mùi chanh hay nhất ,NEU
nt note mua 1 hồng 1 ghi shop đã ok nhưng vẫn giao 2 ghi ,NEU
mình đag đặt mua cái thứ 3  ,NEU
Mình 45 kg,NEU
sản phẩm đã bị thủng 2 lổ khi mở bao bì,NEU
Tốt,NEU
Shop phục vụ khá tốt,NEU
Mình không nhận được cây vệ sinh bình như mô tả.,NEU
giao bị sai đơn hàng  shop liên hệ mình với nhé ,NEU
Chảo dùng rất tốt,NEU
bình giữ nhiệt giữ lạnh rất tốt. tuy nhiên inox có vẻ nhanh xỉn màu...,NEU
"Hằng ngày chúng nó làm giặc. Nay, đặt thuốc rồi , chờ   Ko thấy đâu . Hình như nó biết? Hoặc mồi Ko hấp dẫn chúng ? Nên  chỉ có thể đánh giá tạm",NEU
Fuc vu tot co điều. .,NEU
Cảm ơn Shop rất nhiều ạ,NEU
Không phải kiểu hình 1 đường mà sp 1 nẻo,NEU
Hình thức thì đc so với giá tiền chỉ tại chưa thu len ko biết có hoạt động va sáng ko Đóng gói sản phẩm chắc chắn,NEU
"Quai khá xấu, khó sử dụng và cứng",NEU
"cây bi khô ,và héo rồi shop",NEU
"Hàng đẹp, mà Mua được mấy bữa nay lấy ra dùng thì cái nắp bị rụng. Shop đổi hàng mới giúp vs nhé",NEU
hơi khác hình  mặc nên cũng đc ,NEU
Ngày nay chả flash gì cũng 33k/ chai,NEU
"Giao hàng chậm hơn dự kiến 1 ngày, không thấy có thông tin thông báo hàng giao chậm, chất lượng hàng chấp nhận được,",NEU
chất lu chất lượng sản phẩm tạm được ,NEU
"Xịt nước hơi tệ, lúc được lúc không",NEU
Sản phẩm mỗi khi mở cuộn ra thì cong ko tập được,NEU
nhìn chiếc áo không giống trên ảnh ,NEU
"click đúng là êm thiệt
xài ko biết thơi gian thế nào nhưng khá ổn",NEU
mình có liên lạc thì shop nói mang qua shop đổi ,NEU
Giống hình,NEU
"Tạm ổn,  giá trị sp bằng với giá tiền. Hơi khó khăn trong việc cân hàng hoá.",NEU
Đường may rách,NEU
"Lần sau tôi sẽ giới thiệu bạn mua sản phẩm này, thanks.",NEU
Chất lượng ko như kỳ vọng,NEU
Rất bình thường không ưng lắm,NEU
Quần ko có dây thun điều chỉnh nên hơi bất tiện,NEU
"Hộp cơm khi cho đồ ăn nóng vào toả nhiệt rất nhanh, nếu k thật nhah tay sẽ k cầm để đóng nắp hộp lại được",NEU
Ko có time nên ko chụp hình đc,NEU
Shop giao hàng bị thiếu vít & có 1 tấm gỗ chưa khoan lỗ bắt vít.Đề nghị shop làm cẩn thận hơn.,NEU
chất vải k như tưởng tượng lắm nhưng cũng chấp nhận được ,NEU
sp nhận y chang nội dung quảng cáo ,NEU
Thời gian giao hàng rất nhanh,NEU
bị cay quá     ,NEU
Ok ẹp,NEU
K có j để nói 😃😃,NEU
Lần thứ 2 mua của shop,NEU
"sản phẩm tạm được, cần dùng thêm để biêt chất lượng",NEU
Hang đẹp,NEU
đầm qá ,NEU
Giao sai mã hàng,NEU
màu ,NEU
sản phẩm sản xuất rất kém tại bộ phậm bơm hơi ,NEU
"Điểm trừ duy nhất là phần chỉ may, nhất là ở phần tay, bị lộ ra ngoài nên nhìn hơi giống hàng ""chợ""",NEU
mặc thoải mái ,NEU
"Và shop ok ngay, 1 tiếng sau đã giao cho nhà vận chuyển 😂 hơi buồn một xíu là áo hơi xù lông một chút, chỉ thừa cũng nhiều nhưng vẫn ưng cái bụng ghê lắm à nghen",NEU
Ngay cạnh nhà luôn,NEU
"tiền nào của nấy, nhưng kêu trả hàng rồi cả tuần ko thấy ai thu hồi",NEU
Chất lượng sản phẩm tốt Shop giao cho m áo bị đứt chỗ cài khuy,NEU
giá tiền so với chất lượng tốt hơn rất nhiêgu ,NEU
Điều khiển không hài lòng. Sản phẩm bị móp.,NEU
giá rẻ  đóng hộp rất cẩn thận ,NEU
"Chất vải mình ko ưng lắm nhưng Shop phục vụ rất tốt, Đóng gói sản phẩm rất đẹp và chắc chắn",NEU
Sản phẩm này bị lôi. Không như hình ảnh,NEU
nếu là chất bò mỏng thì ok hơn chất skin ,NEU
Vị ăn khá lạ so với những loại snack từng ăn,NEU
Pin mau hết! Khong như mong đợi!,NEU
"Thời gian giao hàng rất nhanh, trong hộp ko thấy phiếu bảo hành, ko biết mai mốt nếu có trục trặc thì sao",NEU
